Subject,Fp1_delta,Fp1_theta,Fp1_alpha,Fp1_beta,Fp1_gamma,Fp2_delta,Fp2_theta,Fp2_alpha,Fp2_beta,Fp2_gamma,F3_delta,F3_theta,F3_alpha,F3_beta,F3_gamma,F4_delta,F4_theta,F4_alpha,F4_beta,F4_gamma,C3_delta,C3_theta,C3_alpha,C3_beta,C3_gamma,C4_delta,C4_theta,C4_alpha,C4_beta,C4_gamma,P3_delta,P3_theta,P3_alpha,P3_beta,P3_gamma,P4_delta,P4_theta,P4_alpha,P4_beta,P4_gamma,O1_delta,O1_theta,O1_alpha,O1_beta,O1_gamma,O2_delta,O2_theta,O2_alpha,O2_beta,O2_gamma,F7_delta,F7_theta,F7_alpha,F7_beta,F7_gamma,F8_delta,F8_theta,F8_alpha,F8_beta,F8_gamma,T3_delta,T3_theta,T3_alpha,T3_beta,T3_gamma,T4_delta,T4_theta,T4_alpha,T4_beta,T4_gamma,T5_delta,T5_theta,T5_alpha,T5_beta,T5_gamma,T6_delta,T6_theta,T6_alpha,T6_beta,T6_gamma,Fz_delta,Fz_theta,Fz_alpha,Fz_beta,Fz_gamma,Cz_delta,Cz_theta,Cz_alpha,Cz_beta,Cz_gamma,Pz_delta,Pz_theta,Pz_alpha,Pz_beta,Pz_gamma
sub-057,1.1029918242524437e-11,1.5251132965843308e-12,2.5546207541075094e-12,4.445636371475307e-13,2.0274038273344455e-13,5.241871372660523e-12,6.733262385923794e-13,1.6516743766161676e-12,2.095980098725544e-13,7.210226069677966e-14,3.6374917038518605e-12,9.44252872672538e-13,2.0991023898507055e-12,3.1034272552815394e-13,1.745880430455811e-13,3.705887398001832e-12,8.129896562775785e-13,1.7998516386914834e-12,2.2681491103099469e-13,6.210926717162304e-14,1.2111519820465481e-12,4.472257616823777e-13,1.0356933371689197e-12,1.9607250802795558e-13,5.792693389810526e-14,1.2130986707783163e-12,4.82772831256168e-13,8.675056089055885e-13,3.1791791344369446e-13,1.312054101047105e-13,1.8092963909001585e-12,6.709245818456732e-13,1.9275884900878376e-12,3.555035322175158e-13,5.0833364295521845e-14,1.8894912680879235e-12,7.273807416266887e-13,2.339833027640889e-12,3.3015554520623645e-13,4.322089768625478e-14,6.347098573472001e-12,2.226775646409346e-12,9.682408898624097e-12,5.646138008042e-13,8.128890522799584e-14,5.046930088719806e-12,3.0034174286634766e-12,1.3749906658950794e-11,5.820322440084289e-13,7.416208603812041e-14,6.7477239464087636e-12,1.9671105684147837e-12,3.0639847112003853e-12,4.084028984388294e-13,1.7659332113541802e-13,1.7392541934726228e-12,7.628429146167874e-13,1.8227164067101437e-12,2.0422861373261593e-13,5.4293759238184326e-14,2.5568272847331945e-12,1.275689992662278e-12,1.9905087178690087e-12,4.39666456455702e-13,2.541672305807102e-13,3.028387086630128e-12,1.3016774145415444e-12,2.1280603850826167e-12,4.684333886539309e-13,1.725633693412145e-13,2.4720802887106772e-12,1.0670578094655532e-12,2.005001663006478e-12,4.421956714395402e-13,1.353594142480002e-13,2.1213345315004453e-12,1.1031867314626129e-12,2.250226439144821e-12,3.887698929234351e-13,6.429763295227588e-14,2.814559790826311e-12,1.3625565372007347e-12,2.0527562547583125e-12,2.0947689939079669e-13,3.125739202889016e-14,2.676060797717391e-12,9.420185099688205e-13,1.3282834977122942e-12,2.648550721956257e-13,3.317567029310988e-14,2.450143547171807e-12,9.026718422530058e-13,2.730483632675671e-12,2.8005488412053745e-13,3.749103629785166e-14
sub-058,2.222611554574088e-12,8.35607712097682e-13,3.533228065734074e-12,6.034629387269077e-13,2.914808049301499e-13,1.513196829241162e-12,6.56839740640836e-13,3.0065305524200995e-12,4.946825525183133e-13,1.6680125989560425e-13,1.17639693135802e-12,9.076230156190146e-13,3.2110228620055078e-12,8.472376239435411e-13,3.347238581681961e-13,1.4591010220777633e-12,8.095696288188125e-13,2.7952886128424753e-12,1.0080364946102975e-12,2.847938908583058e-13,5.788369123989053e-13,5.21149249342198e-13,1.7237988552654864e-12,4.336579566476575e-13,1.7211714566785313e-13,6.876437289178441e-13,7.444269001140828e-13,2.3116922133453324e-12,4.3031500920887985e-13,1.0381551125482229e-13,1.9577682126931336e-12,5.708985432970586e-13,2.558626092299813e-12,4.662685557931076e-13,1.0775963287599235e-13,2.540927073074677e-12,1.201625520880311e-12,4.5048082735776095e-12,4.4278593121237393e-13,7.435675579957919e-14,1.977400037710661e-12,1.0857001379415957e-12,6.7889583861320105e-12,8.34074495182901e-13,3.400576681405116e-13,2.349855926780825e-12,1.3632889786339433e-12,5.661264257742357e-12,7.72766329899622e-13,3.286563149230203e-13,2.4720311943933668e-12,9.723749873013101e-13,2.8067682506004935e-12,5.10565656061725e-13,2.1507973977758692e-13,2.554839841058231e-12,6.793071722540561e-13,2.2963195185346745e-12,4.808364795724534e-13,1.9738270195176492e-13,1.3028925208017926e-12,7.737411035953739e-13,2.302344704079469e-12,8.213286595651332e-13,7.186614136034957e-13,1.366184286380841e-12,9.933278071209143e-13,2.1488883921665104e-12,4.513363610107199e-13,1.0677756632956098e-13,1.3270535587383611e-12,1.29566341261901e-12,8.398124140334195e-12,7.905346365217543e-13,2.9027789596759776e-13,9.451327365314932e-12,3.353084031249732e-12,1.2297313713535062e-11,8.757720860096788e-13,2.9206821882784385e-13,1.5653244136685166e-12,1.1075147643053777e-12,4.023657127528783e-12,8.174215425857395e-13,1.4938778015728496e-13,1.8526594368940914e-12,8.821314709957503e-13,2.5428489407351737e-12,8.058557208708051e-13,1.1252564807288164e-13,1.2774232826535552e-12,4.971678617112003e-13,1.8062408861514394e-12,3.3619256372139015e-13,5.3712489362526796e-14
sub-059,1.727826006823021e-12,2.380282371660814e-13,5.395581858915251e-13,9.027849574200413e-13,6.083889106867478e-13,5.495773522418994e-13,1.1394083857950187e-13,3.5265616696599027e-13,9.158964683598531e-14,4.289892629954761e-14,7.642728547007951e-13,2.614218558429287e-13,4.740469253805271e-13,4.29911283249165e-13,1.9572944599367733e-13,9.673171759263681e-13,2.3907467342580237e-13,4.1671442157680707e-13,2.154243360770531e-13,9.623181280724567e-14,5.974853906416745e-13,1.971995557988378e-13,4.691927727708914e-13,2.309565053472227e-13,4.6761823088220525e-14,8.25053676528664e-13,2.0494995954882637e-13,3.622960996119454e-13,1.8910289621659892e-13,3.010121317152814e-14,1.144411345602358e-12,2.934143204335467e-13,9.376888382605402e-13,1.6252750258056782e-13,2.7753790525364823e-14,1.2763945852799807e-12,2.422587777862908e-13,8.213157022328695e-13,1.8072699643426867e-13,4.0307315437713614e-14,1.4508605636936389e-12,3.740179739932296e-13,6.607808257951765e-13,1.7907842979253238e-13,6.260318663708739e-14,4.966123784211108e-12,4.382430274693545e-13,7.064775745365925e-13,2.7753788419103914e-13,1.847323242704515e-13,1.3584518101305486e-12,2.3723852219281e-13,4.961440729298575e-13,3.433980130689415e-13,2.334858143601272e-13,1.1393275260085595e-12,1.944089647867238e-13,4.3070749043427373e-13,1.3656272203689297e-13,6.034537571072932e-14,9.032466311225979e-13,2.793188853741604e-13,5.226098313338095e-13,2.5048113535030537e-13,1.1076420664462863e-13,9.140342940510785e-13,1.8087682935034514e-13,3.749121323005723e-13,2.3560776055285043e-13,1.5179941364721124e-13,2.598419817308252e-12,4.953630588115388e-13,1.1492093379818134e-12,2.401681206709622e-13,5.769877013382022e-14,1.031393371471363e-12,3.186254835520141e-13,7.874974605718099e-13,2.6417749444936324e-13,1.27496720703378e-13,1.741223811528238e-12,3.266901084081145e-13,4.4878441178631525e-13,1.981699820305747e-13,4.9519910956676375e-14,8.405735696139239e-13,2.356127856028913e-13,2.996574139637113e-13,1.7059710330414897e-13,3.01454735080663e-14,1.0034698977573194e-12,2.183662557977468e-13,6.465433513298508e-13,1.3441341256789314e-13,2.6605918615885787e-14
sub-060,1.0762180309548594e-11,6.860238936482543e-13,3.9532369342557116e-13,4.385839726839256e-13,2.198171961938258e-13,2.6357676924148174e-11,1.3007351104890142e-12,7.240594526564098e-13,9.696719737634496e-13,6.766860784330983e-13,1.888708791433211e-12,2.2211715911868283e-13,2.362718209132192e-13,2.4698512058474855e-13,5.713940936981533e-14,2.813670184221245e-12,2.511135335098736e-13,2.791427151689693e-13,2.2069045202972982e-13,5.2751205053534954e-14,1.4442128065812137e-12,2.0509141239591923e-13,3.0555929379403587e-13,3.395374710890989e-13,4.5857831167426197e-14,1.8069688146465679e-12,2.5949087810008234e-13,3.4043547579616515e-13,3.3113160940124223e-13,3.979114805956749e-14,2.2788437275963008e-12,2.7050005256176577e-13,4.2499194247345716e-13,3.899218031309917e-13,5.1512728819743365e-14,3.337572113320585e-12,2.39244447219408e-13,2.876323925495858e-13,2.79625136612034e-13,3.7920045927648116e-14,9.496971339614966e-12,4.224911512027791e-13,7.41780864452158e-13,4.387939266524934e-13,1.0723623477646832e-13,2.1362623772075207e-11,5.06557317991179e-13,7.425446266679654e-13,4.2535769297688456e-13,1.1098604921951679e-13,3.93999376785649e-12,2.4184127345624665e-13,2.2820026227219573e-13,1.9878238478898782e-13,7.164131179335322e-14,7.383449555155653e-12,3.889691909545947e-13,3.819019109921623e-13,3.3244215869842344e-13,1.1598528402463188e-13,3.2833885052409955e-12,3.175823836381545e-13,4.736181404746125e-13,4.456050061963397e-13,2.238185927886066e-13,1.4226474268558095e-12,1.898161258566851e-13,2.9235683691029456e-13,2.3097115048955843e-13,5.7105343099775e-14,3.728978750181347e-12,3.9412577110173117e-13,8.705512016962908e-13,4.985086820710865e-13,1.3098777627973848e-13,4.833849951073462e-12,3.0120591265910953e-13,6.457720690148339e-13,3.884999525648471e-13,1.217862190020558e-13,4.584172193957824e-12,2.9698903219463115e-13,2.950180319910312e-13,2.356585352445026e-13,5.3062771826890946e-14,2.9774571175353215e-12,4.654235507086999e-13,4.27543670694148e-13,4.177610003345954e-13,5.1712964344897653e-14,2.7077451273796476e-12,2.756326416748079e-13,3.0319456695700414e-13,2.7993612673633314e-13,3.796604211608079e-14
sub-061,2.2126941258543957e-11,1.532687731203304e-12,2.0533002024496524e-12,2.832089541951808e-13,2.7857395493210747e-13,6.767996065602735e-11,3.742582682951537e-12,2.5010354924897843e-12,3.204094799210945e-13,2.8989758663957533e-13,1.4179916505810631e-12,1.673102758118615e-13,1.030553563254817e-12,9.009007048439516e-14,1.2537618755647687e-13,7.457906640682265e-12,5.660869370856405e-13,1.1714736102144845e-12,2.0827219176425765e-13,3.038530195973556e-13,2.2205937528634627e-12,2.2761057553488713e-13,3.98041351562511e-13,7.003308141100583e-14,9.541020043134075e-14,9.531403072533916e-13,1.334161106490782e-13,3.02666038924166e-13,1.8051582903766975e-13,2.9654738219235384e-13,4.420250470535598e-12,3.7457935837908387e-13,9.753732752074123e-13,6.986586827624822e-14,4.9741419170246484e-14,2.4169787341506077e-12,1.9770179860436522e-13,8.813540892024185e-13,6.260759388683631e-14,6.659005414411802e-14,5.113448978630152e-12,6.563112921635974e-13,6.145941516812632e-12,1.617708426435667e-13,9.128171137011816e-14,9.987186320479183e-12,7.481708097123719e-13,6.933101069496808e-12,1.63743750090015e-13,9.311364057540883e-14,6.7714270715540555e-12,5.495691318291721e-13,1.1630104609681526e-12,1.3242989346522016e-13,1.579055456992342e-13,1.9273591662406994e-11,9.569594511501143e-13,1.2460334726568478e-12,1.759537171839935e-13,2.2722144452315325e-13,8.667835520465208e-12,5.629822093264103e-13,6.188292378443637e-13,1.2605477574987765e-13,1.259972931272594e-13,1.2003586862419009e-12,1.4617115769562798e-13,4.310697314115069e-13,1.1703256688146256e-13,1.656681611172636e-13,6.138273881261289e-12,6.425412432249607e-13,1.9903835908326956e-12,1.528842916912108e-13,1.0091824990649275e-13,3.4358313852651328e-12,4.670014026519649e-13,3.5834329861412233e-12,1.3328330583815102e-13,9.981121000504871e-14,1.274475012573901e-12,2.3136613320197483e-13,1.2297706785462668e-12,4.39480991617711e-14,2.8456961283739015e-14,2.0304348372027245e-12,3.186627107413847e-13,6.069079435934516e-13,4.286605432711691e-14,2.8112928586327595e-14,3.2176717369379867e-12,3.029858829077131e-13,1.005008562011696e-12,4.8763395263738705e-14,2.9907074759308243e-14
sub-062,2.251916401025161e-11,1.1998628426972363e-12,5.521664923587659e-12,2.2283807637482233e-13,6.073635775037147e-14,3.8432952191721145e-11,1.135492528139049e-12,5.1255906655845086e-12,9.276185125182678e-13,7.464103924022266e-13,2.0042863665873418e-11,1.1077446242840272e-12,6.142973727367259e-12,4.56446020198178e-13,1.7017305477277106e-13,8.94324598689896e-12,1.0096896872602967e-12,4.913529081094206e-12,4.1049164015385303e-13,1.546576464078809e-13,4.3357381155448845e-12,5.349914147209914e-13,2.6818521133063124e-12,1.8542724441516453e-13,3.7069844686319107e-14,3.897834982353768e-12,5.908056668469765e-13,1.7683453548206113e-12,2.2536441023959012e-13,6.850370494114364e-14,1.467660619545185e-11,8.223032928784316e-13,5.049882772459696e-12,2.5799600109168906e-13,2.947036928187027e-14,9.589772237983024e-12,9.689674514457035e-13,6.021273517330199e-12,3.192512059175191e-13,3.283349262557073e-14,1.9170682173826283e-11,2.2657251277831105e-12,1.61540400275703e-11,3.688812968864966e-13,3.955147955884383e-14,1.574950360817352e-11,2.051109685277791e-12,1.643081220157719e-11,3.7756105094746437e-13,4.296248136221573e-14,9.03427598824428e-12,1.575846463907483e-12,5.269647424036435e-12,2.714066714280572e-13,8.641659392521983e-14,8.038655841237047e-12,1.3704163530734712e-12,5.027920025761307e-12,2.7623138940741995e-13,1.0505038135070998e-13,9.005661601649934e-12,9.80223625554052e-13,1.8965667442219887e-12,2.3157755850269474e-13,6.055894501619196e-14,1.028306701564723e-11,1.2135494865807264e-12,3.0130820400167167e-12,2.725400735397186e-13,9.180332842307451e-14,5.700275751898869e-12,2.2398136332040415e-12,1.4320131168858925e-11,4.366206180176827e-13,4.652931889974991e-14,2.5672345089913182e-11,1.387641269616301e-12,8.871606627112435e-12,3.3408816889576836e-13,4.947356749437449e-14,6.773474583513128e-12,1.146882490037338e-12,7.151210590767104e-12,2.4746383291866904e-13,3.680458318819553e-14,1.860901498343696e-11,1.0096610334054945e-12,4.061238271086753e-12,2.0760631471529568e-13,2.4381547623187823e-14,1.2094706253465096e-11,9.063626944865542e-13,4.795437469182022e-12,2.353290393817626e-13,2.7269708324079505e-14
sub-063,2.457087933903846e-12,3.354924059578582e-13,5.385632984716603e-13,1.7842002237222064e-13,1.1584149737518807e-13,1.53971710224603e-12,2.6910272615453057e-13,4.871450239295572e-13,1.1432538982201252e-13,3.225772278396663e-14,1.3909821461516077e-12,3.3403472256587963e-13,6.275677500127444e-13,1.8594852383256287e-13,1.0424437182641469e-13,1.934376136284483e-12,3.5239593110989024e-13,5.854566756026162e-13,1.9241070902809001e-13,1.1365084776154191e-13,2.1083989234781007e-12,3.0987090587393967e-13,4.466259121465476e-13,1.4902072971201928e-13,4.2561086927462735e-14,1.5440214006312044e-12,3.226911605355256e-13,5.588487883273497e-13,3.7415599861159573e-13,2.2587542376197318e-13,1.6758066417748183e-12,3.3353184735186836e-13,5.719768361443803e-13,2.461850147320369e-13,3.7173891499502864e-14,1.8736072048658525e-12,3.94045426237568e-13,9.066054244593569e-13,2.729561061674177e-13,4.9134312638952154e-14,2.8418260126312628e-12,6.707046079059927e-13,2.7021553012443947e-12,3.3658102857219215e-13,6.685981753506776e-14,4.113880621164156e-12,8.981018196743869e-13,4.42954114841995e-12,3.732858294078073e-13,7.12032057358728e-14,2.634631418879137e-12,3.840688741770455e-13,6.335393363311896e-13,1.906962323861802e-13,1.3215588166128942e-13,2.433646972362118e-12,4.182479667436899e-13,6.412977021199158e-13,1.880454654421853e-13,9.332826295280445e-14,6.626446057329065e-12,4.821873217934759e-13,6.480038232983138e-13,2.4927293302284933e-13,1.5011265065383358e-13,2.680974864063867e-12,4.904445340575504e-13,7.413246859810061e-13,4.875548578989265e-13,4.2479622917157584e-13,1.4002682923922316e-12,4.509385587437143e-13,1.628351539735714e-12,3.1758352289302897e-13,8.829246335933677e-14,3.072684950663234e-12,5.001998676386712e-13,1.8002462177578633e-12,3.322361136212497e-13,8.82893433322017e-14,1.767558274304241e-12,4.859035996450223e-13,7.439326359634702e-13,1.6125925508586785e-13,3.802060873524564e-14,2.6994315539205187e-12,5.193422237694044e-13,6.838642304393369e-13,1.797267706881237e-13,4.342713256418344e-14,3.2968892359359716e-12,4.771944533813631e-13,6.8175207630175e-13,1.693280283430787e-13,3.3133448382145696e-14
sub-064,5.3061222198010015e-12,1.532219608341078e-12,1.051063333272238e-11,5.61869913665041e-13,1.250291506382979e-13,4.519200861636379e-12,1.6021861968418241e-12,1.1097297709191521e-11,6.857809522644344e-13,1.512556216202496e-13,3.422028308766615e-12,1.6372150649937768e-12,1.0137279755550337e-11,9.713989942633143e-13,2.6945038001253517e-13,9.853466652450622e-12,1.8846820070181864e-12,1.0758002380310564e-11,9.114184670112535e-13,2.086793488810237e-13,4.128826393639695e-12,2.6501612459328062e-12,1.044098465200223e-11,1.2595686991327237e-12,2.230725990607549e-13,2.816562697109172e-12,1.928965318601758e-12,8.134765359032647e-12,8.424989967801979e-13,1.8157173696684486e-13,4.875436435944488e-12,3.511472707339815e-12,2.0095310942926752e-11,1.3678198228048941e-12,1.0600204203064702e-13,3.779241956112163e-12,2.8540857013888318e-12,1.3713020100728149e-11,1.1108995247641634e-12,9.553222646257302e-14,1.8815969957422415e-11,3.5274900496691116e-12,2.742186344296356e-11,9.56568524481048e-13,7.817169678809058e-14,8.568853852381896e-12,5.2584185529940365e-12,4.765101529870202e-11,1.3398324518347702e-12,9.717649418276893e-14,7.66897865108463e-12,1.4570501484094727e-12,7.775920048178823e-12,5.291820932895635e-13,2.524678856520143e-13,7.097358343727465e-12,1.6589522031069055e-12,9.216457902771644e-12,5.755253044867411e-13,1.4727058990427732e-13,3.778252136548604e-12,1.8018032561892708e-12,7.623718683989008e-12,8.31051858736986e-13,3.360145223905529e-13,5.5065413982486075e-12,1.454684781083998e-12,5.4073837392066486e-12,7.147065816603469e-13,2.6734412212217797e-13,7.632137462657246e-12,6.737736549449246e-12,6.044001527937344e-11,1.9021887345512216e-12,1.470174931149091e-13,4.109592250185104e-12,3.274369797910861e-12,2.2576522134825803e-11,9.565747777414942e-13,1.2893205759407475e-13,5.891050314624439e-12,2.308523468098098e-12,1.2579829787080753e-11,7.246827664337787e-13,7.037291853643791e-14,5.123672467283928e-12,1.863499648876373e-12,9.942220018808087e-12,1.1093779662107812e-12,8.33193719078926e-14,1.0120902807147765e-11,2.147370506084446e-12,1.244977214604085e-11,9.2750581278084e-13,7.045146311805904e-14
sub-065,5.653895854691588e-12,4.718755241539998e-13,7.616480943705296e-13,4.680306571471443e-13,3.7589984515554213e-13,1.6043790829742163e-12,1.6693691293295994e-13,5.726908630846828e-13,1.6825796246106222e-13,1.1194067288681602e-13,2.3528070118184757e-12,3.0135825306688707e-13,6.749819261117468e-13,2.534822336730469e-13,1.4568036098598558e-13,4.314370666862174e-12,3.67378784246809e-13,7.201060526616895e-13,4.1320920354148146e-13,3.4819050614604463e-13,1.3124815292932705e-12,2.0652966362952837e-13,3.778247137457819e-13,2.2192871842819782e-13,7.9763954368158e-14,1.71953681261902e-12,2.592272019198274e-13,4.5268578455481687e-13,3.139306935555451e-13,1.7269401728494234e-13,1.346329021669612e-12,1.8344757310620586e-13,6.05530238749369e-13,2.138089257241794e-13,3.5666501323679045e-14,1.2449524418253679e-12,1.5070926151880678e-13,4.1131224049029247e-13,1.9264987916198808e-13,4.0376560359675666e-14,2.748880403043573e-12,3.7629883701240284e-13,2.8472076209218196e-12,3.2662707290835843e-13,5.6213750632413097e-14,6.252077827045783e-12,4.4466209052486787e-13,2.3544915855959774e-12,3.228515036473606e-13,6.564813601265094e-14,4.916090025916227e-12,4.757248714672876e-13,5.774328530259472e-13,3.1284268216475396e-13,1.9749540281190407e-13,9.349744569565237e-12,6.402406702941302e-13,6.983753129064148e-13,4.1445034610083424e-13,4.40968446337122e-13,3.271399717957549e-12,4.189021842299366e-13,7.378128998126342e-13,3.018655330345008e-13,1.0873440101107326e-13,3.993772121711843e-12,5.176514913693955e-13,8.490295906762179e-13,4.866879151249715e-13,3.5167028407920853e-13,2.2179568625075595e-12,4.3118229024100735e-13,3.108574092834418e-12,4.037550683840573e-13,6.846406220936162e-14,2.2067350620973407e-12,3.5059900560055177e-13,2.563250922659205e-12,3.656689281172898e-13,9.140529782418329e-14,2.1682482891831675e-12,3.636098815005089e-13,6.859894696761656e-13,1.5800603177994502e-13,4.8159985351556364e-14,2.1702405221578326e-12,2.8921970858198844e-13,4.836281932922942e-13,1.711583873355251e-13,3.4045416769862644e-14,1.3717554291653952e-12,1.5029709887961266e-13,3.597517689905257e-13,1.2624867369409142e-13,2.9254260946698106e-14
sub-066,9.385601120966004e-12,2.6786536141480663e-12,1.5007313840716215e-12,1.2443888704065633e-13,4.571467530404634e-14,3.193445691848448e-11,4.565159283215752e-12,2.084708145464024e-12,3.599424566812308e-13,2.676929357739849e-13,1.2273885073173218e-11,3.4192651865095133e-12,2.185971565224831e-12,2.456585904407477e-13,1.4330810603961583e-13,1.2805783771433976e-11,5.948023706097918e-12,2.97869939587923e-12,2.64206642743409e-13,1.4304971069038935e-13,8.031631041668949e-12,2.887450240522583e-12,1.496986435413124e-12,3.3109117925240697e-13,4.142064545106603e-13,5.9447318921559696e-12,4.279298131481039e-12,1.7810480192910753e-12,2.494210881100161e-13,1.5081065885315467e-13,1.4625291680153687e-11,5.629489138096322e-12,2.5969335245463253e-12,1.7607781551357143e-13,3.91241500304252e-14,1.2382365371998938e-11,3.82222347597949e-12,1.9591057971754918e-12,1.4437974322309654e-13,3.9012556292391354e-14,2.2764298977932832e-11,8.270243899314186e-12,3.820730326996279e-12,1.9262522389814688e-13,3.2092832252500094e-14,1.7934569081842805e-11,5.983009445959248e-12,3.2441982774894845e-12,1.590412786650501e-13,2.937486861908191e-14,7.753100796916845e-12,1.9802749158687363e-12,8.998851792164556e-13,1.4612786665518912e-13,1.086734531720414e-13,1.2194771890983869e-11,3.972244347856202e-12,1.6288832886965251e-12,1.8388202752986398e-13,1.0780839197250424e-13,9.993856493718566e-12,3.58995332928295e-12,1.5813725977168775e-12,7.494610232808763e-13,6.311291925377504e-13,1.3642835241193526e-11,4.610427368803614e-12,1.8305021171796034e-12,2.4146330195586376e-13,1.3957012509094168e-13,1.5065170333225745e-11,7.1106076129126476e-12,2.9784446829829523e-12,1.9463175461457853e-13,4.153888604640447e-14,1.2449180068747746e-11,4.843614389219868e-12,2.5459722615325998e-12,1.8861265626651727e-13,5.904171249795748e-14,1.2934760183235872e-11,4.172455366992297e-12,2.3496562353069174e-12,1.7250350357241919e-13,3.2395876732907857e-14,8.49359032379283e-12,3.0859204712566762e-12,1.8275014503966824e-12,2.3335961624954747e-13,2.7068129949606216e-14,2.0821132961953537e-11,5.095004616372973e-12,2.6766561777169788e-12,1.8262441565103603e-13,2.7295931122480982e-14
